2014-12-11 20:30:14 UTC [63590]: [1-1] LOG:  00000: database system was shut down at 2014-12-11 20:30:12 UTC
2014-12-11 21:01:15 UTC [18164]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:01:15 UTC [18164]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:01:15 UTC [18163]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:01:15 UTC [18163]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:01:15 UTC [18165]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:01:15 UTC [18165]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:01:15 UTC [18166]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:01:15 UTC [18166]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:01:15 UTC [18167]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:01:15 UTC [18167]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:02:15 UTC [18178]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:02:15 UTC [18178]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:02:15 UTC [18179]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:02:15 UTC [18179]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:02:15 UTC [18180]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:02:15 UTC [18180]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:02:15 UTC [18182]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:02:15 UTC [18182]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:02:15 UTC [18181]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:02:15 UTC [18181]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:03:15 UTC [18193]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:03:15 UTC [18193]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:03:15 UTC [18194]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:03:15 UTC [18194]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:03:15 UTC [18195]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:03:15 UTC [18195]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:03:15 UTC [18196]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:03:15 UTC [18196]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:03:15 UTC [18197]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:03:15 UTC [18197]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:04:15 UTC [18207]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:04:15 UTC [18207]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:04:15 UTC [18206]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:04:15 UTC [18206]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:04:15 UTC [18210]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:04:15 UTC [18210]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:04:15 UTC [18208]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:04:15 UTC [18208]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:04:15 UTC [18211]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:04:15 UTC [18211]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:05:15 UTC [18226]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:05:15 UTC [18226]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:05:15 UTC [18228]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:05:15 UTC [18228]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:05:15 UTC [18227]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:05:15 UTC [18227]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:05:15 UTC [18229]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:05:15 UTC [18229]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:05:15 UTC [18230]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:05:15 UTC [18230]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:06:15 UTC [18242]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:06:15 UTC [18242]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:06:15 UTC [18240]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:06:15 UTC [18240]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:06:15 UTC [18241]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:06:15 UTC [18241]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:06:15 UTC [18244]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:06:15 UTC [18244]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:06:15 UTC [18243]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:06:15 UTC [18243]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:07:15 UTC [18256]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:07:15 UTC [18256]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:07:15 UTC [18258]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:07:15 UTC [18258]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:07:15 UTC [18257]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:07:15 UTC [18257]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:07:15 UTC [18254]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:07:15 UTC [18254]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:07:15 UTC [18255]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:07:15 UTC [18255]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:08:15 UTC [18270]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:08:15 UTC [18270]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:08:15 UTC [18268]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:08:15 UTC [18268]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:08:15 UTC [18272]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:08:15 UTC [18272]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:08:15 UTC [18271]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:08:15 UTC [18271]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:08:15 UTC [18269]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:08:15 UTC [18269]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:09:15 UTC [18290]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:09:15 UTC [18290]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:09:15 UTC [18291]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:09:15 UTC [18291]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:09:15 UTC [18293]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:09:15 UTC [18293]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:09:15 UTC [18292]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:09:15 UTC [18292]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:09:15 UTC [18294]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:09:15 UTC [18294]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:15 UTC [18308]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 21:10:15 UTC [18308]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:15 UTC [18309]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 21:10:15 UTC [18309]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:15 UTC [18311]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 21:10:15 UTC [18311]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:15 UTC [18310]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 21:10:15 UTC [18310]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:15 UTC [18312]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 21:10:15 UTC [18312]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 21:10:16 UTC [17705]: [5-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 21:10:16 UTC [17705]: [6-1] DETAIL:  ! system usage stats:
	!	1870.146073 elapsed 1093.719956 user 573.420998 system sec
	!	[1093.751578 user 573.432856 sys total]
	!	26250376/4215280 [26250408/4215280] filesystem blocks in/out
	!	0/360244 [0/361414] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	558061/149592 [558066/149596] voluntary/involuntary context switches
2014-12-11 21:10:16 UTC [17705]: [7-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 21:10:16 UTC [17705]: [8-1] STATEMENT:  select
		nation,
		o_year,
		sum(amount) as sum_profit
	from
		(
			select
				n_name as nation,
				extract(year from o_orderdate) as o_year,
				l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount
			from
				part,
				supplier,
				lineitem,
				partsupp,
				orders,
				nation
			where
				s_suppkey = l_suppkey
				and ps_suppkey = l_suppkey
				and ps_partkey = l_partkey
				and p_partkey = l_partkey
				and o_orderkey = l_orderkey
				and s_nationkey = n_nationkey
				and p_name like '%turquoise%'
		) as profit
	group by
		nation,
		o_year
	order by
		nation,
		o_year desc;
2014-12-11 21:10:16 UTC [17705]: [9-1] LOG:  00000: temporary file: path "base/pgsql_tmp/pgsql_tmp17705.0", size 1073741824
2014-12-11 21:10:16 UTC [17705]: [10-1] LOCATION:  FileClose, fd.c:1213
2014-12-11 21:10:16 UTC [17705]: [11-1] STATEMENT:  select
		nation,
		o_year,
		sum(amount) as sum_profit
	from
		(
			select
				n_name as nation,
				extract(year from o_orderdate) as o_year,
				l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount
			from
				part,
				supplier,
				lineitem,
				partsupp,
				orders,
				nation
			where
				s_suppkey = l_suppkey
				and ps_suppkey = l_suppkey
				and ps_partkey = l_partkey
				and p_partkey = l_partkey
				and o_orderkey = l_orderkey
				and s_nationkey = n_nationkey
				and p_name like '%turquoise%'
		) as profit
	group by
		nation,
		o_year
	order by
		nation,
		o_year desc;
2014-12-11 21:10:16 UTC [17705]: [12-1] LOG:  00000: temporary file: path "base/pgsql_tmp/pgsql_tmp17705.1", size 1073741824
2014-12-11 21:10:16 UTC [17705]: [13-1] LOCATION:  FileClose, fd.c:1213
2014-12-11 21:10:16 UTC [17705]: [14-1] STATEMENT:  select
		nation,
		o_year,
		sum(amount) as sum_profit
	from
		(
			select
				n_name as nation,
				extract(year from o_orderdate) as o_year,
				l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount
			from
				part,
				supplier,
				lineitem,
				partsupp,
				orders,
				nation
			where
				s_suppkey = l_suppkey
				and ps_suppkey = l_suppkey
				and ps_partkey = l_partkey
				and p_partkey = l_partkey
				and o_orderkey = l_orderkey
				and s_nationkey = n_nationkey
